UID No,nvPMDB No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Data Superseded,Superseded by UID No,Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM Mass Concentration Max (mg/m³),nvPM Mass Concentration Characteristic (mg/m³),nvPM Mass Concentration Characteristic (% of CAEP/10 Limit),nvPM Mass Concentration Number Test,nvPM Mass Concentration Number Eng,nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPMmass Number Test,nvPMmass Number Eng,LTOmass/Foo Avg (mg/kN),LTOmass/Foo Characteristic (mg/kN),LTOmass/Foo Characteristic (% of CAEP/11 InP Limit),LTOmass/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Mass (mg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPMnum Number Test,nvPMnum Number Eng,LTOnum/Foo Avg (#/kN),LTOnum/Foo Characteristic (#/kN),LTOnum/Foo Characteristic (% of CAEP/11 InP Limit),LTOnum/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Particle Number (#),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg),Test Organisation,Test Location,Initial Test Date,Final Test Date,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8
02P23RR140,2,Rolls-Royce plc,Trent7000-70,Phase5 Tiled,TF,9.1,44.1,317.8,,,2.373,1.943,0.645,0.250,900,43.34,13.97,15.9,0.11,300,2649,3410,86.0,3,1,54.7,94.1,70.2,18.5,151.8,3,1,149.9,208.4,60.0,97.4,47639,1.72E+14,3.24E+14,8.41E+14,4.38E+14,9.59E+14,3,1,1.26E+15,1.75E+15,42.1,63.1,4.01E+17,58.7,102.0,81.3,22.4,2.35E+14,4.84E+14,1.89E+15,8.80E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR141,2,Rolls-Royce plc,Trent7000-72,Phase5 Tiled,TF,8.9,45.8,327.9,,,2.502,2.040,0.671,0.259,939,43.34,13.97,15.9,0.11,300,2649,3410,87.0,3,1,48.1,84.1,74.0,18.8,152.5,3,1,143.9,200.1,57.6,93.5,47203,1.45E+14,2.83E+14,8.58E+14,4.47E+14,9.62E+14,3,1,1.25E+15,1.74E+15,41.7,62.5,4.10E+17,51.6,90.9,85.5,22.7,1.96E+14,4.12E+14,1.92E+15,8.92E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR142,2,Rolls-Royce plc,Trent7000-72C,Phase5 Tiled,TF,8.9,45.8,327.9,,,2.502,2.040,0.671,0.259,939,43.34,13.97,15.9,0.11,300,2649,3410,87.0,3,1,48.1,84.1,74.0,18.8,152.5,3,1,143.9,200.1,57.6,93.5,47203,1.45E+14,2.83E+14,8.58E+14,4.47E+14,9.62E+14,3,1,1.25E+15,1.74E+15,41.7,62.5,4.10E+17,51.6,90.9,85.5,22.7,1.96E+14,4.12E+14,1.92E+15,8.92E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
02P23RR143,2,Rolls-Royce plc,Trent7000-72D,Phase5 Tiled,TF,8.9,45.8,327.9,,,2.502,2.040,0.671,0.259,939,43.34,13.97,15.9,0.11,300,2649,3410,87.0,3,1,48.1,84.1,74.0,18.8,152.5,3,1,143.9,200.1,57.6,93.5,47203,1.45E+14,2.83E+14,8.58E+14,4.47E+14,9.62E+14,3,1,1.25E+15,1.74E+15,41.7,62.5,4.10E+17,51.6,90.9,85.5,22.7,1.96E+14,4.12E+14,1.92E+15,8.92E+14,100.8,101.6,287.0,292.6,0.0080,0.0090,Rolls-Royce plc,Derby,04-10-2018,04-10-2018,Certification Report EDNS01000740804,Correction of minor error in reported nvPM data,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
04P24RR144,4,Rolls-Royce plc,Trent7000-68,Phase5 Tiled (Improved nvPM combustor),TF,9.2,42.3,308.7,,,2.294,1.881,0.631,0.247,881,43.37,14.01,16.1,0.18,300,1537,1690,42.2,5,3,37.8,58.4,27.3,10.4,86.4,5,3,85.1,96.1,27.7,44.9,26289,1.63E+14,3.30E+14,6.61E+14,3.30E+14,9.93E+14,5,3,1.05E+15,1.19E+15,28.5,42.7,3.25E+17,44.2,68.1,33.7,13.1,2.44E+14,5.11E+14,1.35E+15,7.18E+14,100.2,101.6,291.4,299.6,0.0047,0.0099,Rolls-Royce plc,Derby,05-05-2020,11-09-2020,Certification Report EDNS01000945310,Improved nvPM combustor,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
04P24RR145,4,Rolls-Royce plc,Trent7000-70,Phase5 Tiled (Improved nvPM combustor),TF,9.1,43.4,317.8,,,2.380,1.949,0.648,0.251,904,43.37,14.01,16.1,0.18,300,1537,1690,42.6,5,3,35.2,54.7,29.1,10.5,86.8,5,3,82.6,93.2,26.8,43.6,26241,1.46E+14,2.94E+14,6.83E+14,3.31E+14,9.96E+14,5,3,1.03E+15,1.16E+15,27.8,41.7,3.26E+17,41.1,63.8,35.8,13.3,2.17E+14,4.53E+14,1.38E+15,7.20E+14,100.2,101.6,291.4,299.6,0.0047,0.0099,Rolls-Royce plc,Derby,05-05-2020,11-09-2020,Certification Report EDNS01000945310,Improved nvPM combustor,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
04P24RR146,4,Rolls-Royce plc,Trent7000-72,Phase5 Tiled (Improved nvPM combustor),TF,9.1,44.6,327.9,,,2.477,2.024,0.667,0.256,931,43.37,14.01,16.1,0.18,300,1537,1690,43.1,5,3,32.8,50.8,31.1,10.7,87.2,5,3,80.0,90.4,26.0,42.2,26246,1.32E+14,2.58E+14,7.06E+14,3.33E+14,9.99E+14,5,3,1.00E+15,1.13E+15,27.1,40.7,3.29E+17,38.3,59.3,38.2,13.5,1.96E+14,3.95E+14,1.42E+15,7.23E+14,100.2,101.6,291.4,299.6,0.0047,0.0099,Rolls-Royce plc,Derby,05-05-2020,11-09-2020,Certification Report EDNS01000945310,Improved nvPM combustor,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
04P24RR147,4,Rolls-Royce plc,Trent7000-72C,Phase5 Tiled (Improved nvPM combustor),TF,9.1,44.6,327.9,,,2.477,2.024,0.667,0.256,931,43.37,14.01,16.1,0.18,300,1537,1690,43.1,5,3,32.8,50.8,31.1,10.7,87.2,5,3,80.0,90.4,26.0,42.2,26246,1.32E+14,2.58E+14,7.06E+14,3.33E+14,9.99E+14,5,3,1.00E+15,1.13E+15,27.1,40.7,3.29E+17,38.3,59.3,38.2,13.5,1.96E+14,3.95E+14,1.42E+15,7.23E+14,100.2,101.6,291.4,299.6,0.0047,0.0099,Rolls-Royce plc,Derby,05-05-2020,11-09-2020,Certification Report EDNS01000945310,Improved nvPM combustor,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
04P24RR148,4,Rolls-Royce plc,Trent7000-72D,Phase5 Tiled (Improved nvPM combustor),TF,9.1,44.6,327.9,,,2.477,2.024,0.667,0.256,931,43.37,14.01,16.1,0.18,300,1537,1690,43.1,5,3,32.8,50.8,31.1,10.7,87.2,5,3,80.0,90.4,26.0,42.2,26246,1.32E+14,2.58E+14,7.06E+14,3.33E+14,9.99E+14,5,3,1.00E+15,1.13E+15,27.1,40.7,3.29E+17,38.3,59.3,38.2,13.5,1.96E+14,3.95E+14,1.42E+15,7.23E+14,100.2,101.6,291.4,299.6,0.0047,0.0099,Rolls-Royce plc,Derby,05-05-2020,11-09-2020,Certification Report EDNS01000945310,Improved nvPM combustor,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,
01P18RR121,1,Rolls-Royce plc,Trent XWB-75,Phase5 Tiled,TF,9.3,36.8,334.0,,,2.411,1.980,0.715,0.270,955,43.18,13.84,16.8,1.23,373,2381,2619,67.3,4,3,53.3,85.9,82.0,25.4,132.3,4,3,157.5,177.8,51.2,83.1,52614,2.49E+14,4.19E+14,9.73E+14,7.78E+14,1.05E+15,4,3,1.88E+15,2.13E+15,51.0,76.5,6.29E+17,58.1,94.2,94.4,31.3,3.77E+14,7.17E+14,2.13E+15,1.82E+15,98.6,101.9,283.0,295.0,0.0006,0.0096,Rolls-Royce plc,Derby,03-07-2014,08-12-2018,Certification report EDNS01000844195,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P18RR122,1,Rolls-Royce plc,Trent XWB-79B,Phase5 Tiled,TF,9.2,38.8,355.2,,,2.601,2.129,0.755,0.280,1008,43.18,13.84,16.8,1.23,373,2381,2619,68.9,4,3,44.9,73.3,87.4,25.1,132.4,4,3,147.4,166.4,47.9,77.7,52336,2.01E+14,3.51E+14,9.83E+14,7.77E+14,1.05E+15,4,3,1.80E+15,2.03E+15,48.6,72.9,6.38E+17,48.8,80.2,100.3,31.1,2.94E+14,5.76E+14,2.14E+15,1.83E+15,98.6,101.9,283.0,295.0,0.0006,0.0096,Rolls-Royce plc,Derby,03-07-2014,08-12-2018,Certification report EDNS01000844195,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P18RR123,1,Rolls-Royce plc,Trent XWB-79,Phase5 Tiled,TF,9.2,38.8,355.2,,,2.601,2.129,0.755,0.280,1008,43.18,13.84,16.8,1.23,373,2381,2619,68.9,4,3,44.9,73.3,87.4,25.1,132.4,4,3,147.4,166.4,47.9,77.7,52336,2.01E+14,3.51E+14,9.83E+14,7.77E+14,1.05E+15,4,3,1.80E+15,2.03E+15,48.6,72.9,6.38E+17,48.8,80.2,100.3,31.1,2.94E+14,5.76E+14,2.14E+15,1.83E+15,98.6,101.9,283.0,295.0,0.0006,0.0096,Rolls-Royce plc,Derby,03-07-2014,08-12-2018,Certification report EDNS01000844195,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P18RR124,1,Rolls-Royce plc,Trent XWB-84,Phase5 Tiled,TF,9.0,41.1,379.0,,,2.819,2.306,0.801,0.291,1068,43.18,13.84,16.8,1.23,373,2381,2619,70.5,4,3,40.9,60.1,93.2,25.1,132.6,4,3,138.2,156.1,44.9,72.9,52399,1.63E+14,2.83E+14,9.92E+14,7.75E+14,1.05E+15,4,3,1.71E+15,1.93E+15,46.3,69.4,6.48E+17,44.2,65.5,106.6,31.0,2.34E+14,4.42E+14,2.15E+15,1.85E+15,98.6,101.9,283.0,295.0,0.0006,0.0096,Rolls-Royce plc,Derby,03-07-2014,08-12-2018,Certification report EDNS01000844195,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P21RR125,1,Rolls-Royce plc,Trent XWB-97,Phase5 Tiled (Improved),TF,8.1,48.4,436.7,,,3.498,2.798,0.918,0.301,1206,43.37,14.03,15.4,0.19,300,1217,1339,37.9,5,3,43.5,35.1,59.0,8.3,64.7,5,3,83.0,93.7,27.0,43.8,36237,1.95E+14,2.10E+14,9.27E+14,4.83E+14,1.01E+15,5,3,1.23E+15,1.39E+15,33.3,49.9,5.37E+17,47.4,38.7,68.4,11.0,2.86E+14,3.22E+14,1.75E+15,1.20E+15,98.5,102.0,282.3,294.1,0.0031,0.0080,Rolls-Royce plc,Derby,15-04-2020,29-04-2020,Smoke Improved Combustor,Data from Certification Report EDNS01000886411,The maximum EImass occurs between 30% and 85% Foo,,,,,
01P04BR013,1,Rolls-Royce Deutschland,BR700-710A2-20,,MTF,4.2,24.2,65.6,,,0.723,0.598,0.216,0.091,304,43.33,13.95,15.4,0.16,45,2599,3345,40.1,3,1,608.5,556.9,5.6,11.2,608.9,3,1,980.3,1362.7,42.1,170.9,64319,3.97E+15,5.72E+15,9.49E+14,1.30E+15,6.97E+15,3,1,1.23E+16,1.71E+16,88.5,178.1,8.07E+17,668.0,627.7,7.8,15.5,6.33E+15,9.86E+15,2.55E+15,3.45E+15,100.3,100.6,287.6,291.7,0.0074,0.0080,Rolls-Royce Deutschland,Dahlewitz,11-10-2019,12-10-2019,Certification Report EDNS01000832272 Issue 2,The maximum EInum occurs between 30% and 85% Foo,,,,,,
01P06BR014,1,Rolls-Royce Deutschland,BR700-710C4-11,Annular,MTF,4.1,25.0,68.8,,,0.753,0.620,0.221,0.091,308,43.33,13.95,15.4,0.16,45,2650,3410,42.0,3,1,601.0,581.4,8.3,9.9,612.8,3,1,994.8,1382.8,43.6,178.3,68413,3.67E+15,5.36E+15,1.07E+15,1.22E+15,7.00E+15,3,1,1.14E+16,1.58E+16,83.6,169.6,7.84E+17,659.7,650.2,11.4,13.9,5.81E+15,9.04E+15,2.80E+15,3.29E+15,100.3,100.6,287.6,291.7,0.0074,0.0080,Rolls-Royce Deutschland,Dahlewitz,11-10-2019,12-10-2019,Certification Report EDNS01000832272 Issue 2,The maximum EInum occurs between 30% and 85% Foo,,,,,,
01P20BR015,1,Rolls-Royce Deutschland,BR700-710D5-21,Phase5 Tiled,MTF,4.6,33.1,68.4,,,0.682,0.564,0.197,0.080,275,43.36,13.98,15.5,0.35,10,337,434,5.3,3,1,63.3,81.4,114.8,188.2,188.2,3,1,536.0,745.1,23.5,95.8,36683,3.13E+14,6.36E+14,1.57E+15,2.69E+15,2.82E+15,3,1,6.79E+15,9.44E+15,49.7,100.8,4.65E+17,69.2,90.9,132.1,217.3,4.91E+14,1.09E+15,3.02E+15,5.23E+15,101.2,102.0,283.9,287.8,0.0054,0.0078,Rolls-Royce Deutschland,Dahlewitz,29-03-2017,30-03-2017,Certification Report EDNS01000564837 Issue 4,,,,,,,
01P11BR016,1,Rolls-Royce Deutschland,BR700-725A1-12,Z-ring,MTF,4.4,26.2,75.7,,,0.789,0.650,0.221,0.085,304,43.29,13.85,16.9,0.47,11,982,1152,15.0,3,2,216.7,227.3,20.8,22.4,231.8,3,2,406.4,498.8,16.5,68.5,30765,1.13E+15,1.65E+15,1.09E+15,1.34E+15,2.37E+15,3,2,5.48E+15,6.72E+15,37.0,76.5,4.15E+17,236.9,251.6,26.7,29.7,1.72E+15,2.63E+15,2.58E+15,3.39E+15,99.0,99.8,291.8,296.9,0.0051,0.0077,Rolls-Royce Deutschland,Dahlewitz,12-05-2016,13-05-2016,Certification Report EDNS01000426081 Issue 4,The maximum EImass occurs between 30% and 85% Foo,The maximum EInum occurs between 30% and 85% Foo,,,,,
01P06AL028,1,Rolls-Royce Corporation,AE3007A1,Type 3 (reduced emissions),MTF,4.8,17.7,35.0,,,0.386,0.324,0.119,0.050,165,43.20,13.69,16.2,0.42,81,202,260,2.1,3,1,43.1,34.9,9.8,18.4,43.1,3,1,111.6,155.2,4.0,15.4,3908,2.83E+14,3.09E+14,3.26E+14,6.38E+14,6.38E+14,3,1,2.20E+15,3.05E+15,13.4,25.3,7.69E+16,48.3,39.8,12.7,25.7,6.75E+14,7.96E+14,1.24E+15,2.48E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P06AL029,1,Rolls-Royce Corporation,AE3007A1/1,Type 3 (reduced emissions),MTF,4.8,17.7,35.0,,,0.386,0.324,0.119,0.050,165,43.20,13.69,16.2,0.42,81,202,260,2.1,3,1,43.1,34.9,9.8,18.4,43.1,3,1,111.6,155.2,4.0,15.4,3908,2.83E+14,3.09E+14,3.26E+14,6.38E+14,6.38E+14,3,1,2.20E+15,3.05E+15,13.4,25.3,7.69E+16,48.3,39.8,12.7,25.7,6.75E+14,7.96E+14,1.24E+15,2.48E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P06AL030,1,Rolls-Royce Corporation,AE3007A1/3,Type 3 (reduced emissions),MTF,4.9,17.1,33.6,,,0.369,0.310,0.114,0.049,160,43.20,13.69,16.2,0.42,81,188,242,1.9,3,1,41.3,32.8,10.0,18.8,41.3,3,1,110.1,153.1,3.9,15.0,3696,2.94E+14,3.12E+14,3.32E+14,6.59E+14,6.59E+14,3,1,2.29E+15,3.18E+15,13.9,26.1,7.69E+16,46.5,37.6,12.9,26.3,7.15E+14,8.19E+14,1.28E+15,2.57E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P06AL031,1,Rolls-Royce Corporation,AE3007A1P,Type 3 (reduced emissions),MTF,4.8,17.7,35.0,,,0.386,0.324,0.119,0.050,165,43.20,13.69,16.2,0.42,81,202,260,2.1,3,1,43.1,34.9,9.8,18.4,43.1,3,1,111.6,155.2,4.0,15.4,3908,2.83E+14,3.09E+14,3.26E+14,6.38E+14,6.38E+14,3,1,2.20E+15,3.05E+15,13.4,25.3,7.69E+16,48.3,39.8,12.7,25.7,6.75E+14,7.96E+14,1.24E+15,2.48E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P06AL032,1,Rolls-Royce Corporation,AE3007A1E,Type 3 (reduced emissions),MTF,4.8,18.6,37.4,,,0.415,0.347,0.125,0.051,174,43.20,13.69,16.2,0.42,81,224,289,2.4,3,1,45.7,38.0,9.7,17.9,45.7,3,1,114.1,158.5,4.1,16.0,4267,2.60E+14,3.01E+14,3.17E+14,6.12E+14,6.12E+14,3,1,2.06E+15,2.86E+15,12.7,24.1,7.69E+16,50.8,43.0,12.6,24.9,6.00E+14,7.52E+14,1.20E+15,2.37E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P10AL033,1,Rolls-Royce Corporation,AE3007A2,Type 3 (reduced emissions),MTF,4.8,20.2,42.2,,,0.466,0.388,0.138,0.055,189,43.20,13.69,16.2,0.42,81,267,343,3.1,3,1,48.8,43.8,10.0,16.7,48.8,3,1,117.2,163.0,4.4,17.0,4951,1.97E+14,2.68E+14,2.99E+14,5.51E+14,5.51E+14,3,1,1.76E+15,2.45E+15,11.2,21.3,7.44E+16,53.5,48.9,12.8,22.8,4.22E+14,6.28E+14,1.09E+15,2.11E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
01P06AL034,1,Rolls-Royce Corporation,AE3007A3,Type 3 (reduced emissions),MTF,4.9,17.1,33.6,,,0.369,0.310,0.114,0.049,160,43.20,13.69,16.2,0.42,81,188,242,1.9,3,1,41.3,32.8,10.0,18.8,41.3,3,1,110.1,153.1,3.9,15.0,3696,2.94E+14,3.12E+14,3.32E+14,6.59E+14,6.59E+14,3,1,2.29E+15,3.18E+15,13.9,26.1,7.69E+16,46.5,37.6,12.9,26.3,7.15E+14,8.19E+14,1.28E+15,2.57E+15,98.8,99.9,272.8,283.2,0.0018,0.0067,MS&T,Indianapolis,23-03-2015,25-03-2015,Certification Report EDNS04000123846,,,,,,,
05P25PW205,5,Pratt & Whitney Canada,PW812D,TALON X,MTF,4.5,34.8,61.6,,,0.660,0.544,0.187,0.070,253,43.27,13.83,17.5,0.59,220,16,21,0.2,3,1,3.4,1.4,0.1,0.2,3.4,3,1,3.7,5.1,0.2,0.6,226,9.51E+13,5.68E+13,1.24E+12,2.54E+13,9.51E+13,3,1,1.55E+14,2.15E+14,1.1,2.2,9.54E+15,4.8,2.5,0.2,0.6,3.43E+14,3.10E+14,5.14E+12,1.68E+14,99.9,101.6,294.4,300.8,0.0081,0.0107,PW800 Development Engineering,"Longueuil, Quebec, Canada",29-07-2022,31-07-2022,"Export classification: US EAR: 9E991, Outside US EAR: NSR, EIPA (ECL): NSR.",P&WC ER 9208 Rev. D.,Engine tested: GB0005B01.,"Data acquired using procedures & systems prescribed in Annex 16, Vol. II, Amd. 10.",Fuel venting report: P&WC ER9207 Rev. A.,"Thermophoretic correction applied as per Annex 16 Vol. II, Amd. 9, App. 7, Sect. 6.2.1.","Data corrected for fuel composition as per Annex 16 Vol. II, Amd. 9, App. 7, Sect. 6.2.2.",
05P25PW206,5,Pratt & Whitney Canada,PW812GA,TALON X,MTF,4.5,34.8,61.0,,,0.645,0.529,0.182,0.071,252,43.27,13.83,17.5,0.59,220,17,22,0.3,3,1,3.7,1.5,0.1,0.1,3.7,3,1,3.7,5.1,0.2,0.6,223,9.77E+13,5.91E+13,9.48E+11,2.08E+13,9.77E+13,3,1,1.49E+14,2.08E+14,1.0,2.1,9.12E+15,5.0,2.7,0.2,0.3,3.31E+14,3.17E+14,3.86E+12,1.42E+14,99.9,101.6,294.4,300.8,0.0081,0.0107,PW800 Development Engineering,"Longueuil, Quebec, Canada",29-07-2022,31-07-2022,"Export classification: US EAR: 9E991, Outside US EAR: NSR, EIPA (ECL): NSR.",P&WC ER 9208 Rev. B.,Engine tested: GB0005B01.,"Data acquired using procedures & systems prescribed in Annex 16, Vol. II, Amd. 10.",Fuel venting report: P&WC ER9207 Rev. A.,"Thermophoretic correction applied as per Annex 16 Vol. II, Amd. 9, App. 7, Sect. 6.2.1.","Data corrected for fuel composition as per Annex 16 Vol. II, Amd. 9, App. 7, Sect. 6.2.2.",
01P22PW141,1,Pratt & Whitney Canada,PW814GA,TALON X,MTF,5.7,33.6,68.6,,,0.672,0.556,0.198,0.070,258,43.26,13.82,16.0,0.68,120,36,47,0.6,3,1,9.5,4.1,1.2,1.3,9.5,3,1,11.2,15.5,0.5,,766,1.39E+14,7.31E+13,4.91E+12,3.42E+13,1.39E+14,3,1,1.93E+14,2.68E+14,1.4,,1.32E+16,12.6,5.5,1.4,2.0,5.30E+14,2.84E+14,1.04E+13,1.74E+14,100.0,101.4,293.6,303.0,0.0065,0.0149,Pratt & Whitney Canada,"Longueuil & Mirabel, Quebec, Canada",16-07-2019,18-07-2019,P&WC ER 7572 Rev. D includes CO-0003044 and CO-0005972.,Engines tested: GA0020B19.,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9.","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1.",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,"Export classification: EIPA NSR, DPA No, US-I 9E991, OUS-I NSR.",,
01P22PW142,1,Pratt & Whitney Canada,PW815GA,TALON X,MTF,5.7,34.6,71.2,,,0.701,0.579,0.204,0.071,266,43.26,13.82,16.0,0.68,120,44,57,0.7,3,1,11.0,5.0,1.2,1.3,11.0,3,1,12.9,17.9,0.6,,918,1.51E+14,8.67E+13,4.72E+12,3.30E+13,1.51E+14,3,1,2.10E+14,2.92E+14,1.6,,1.50E+16,14.5,6.7,1.4,2.0,5.63E+14,3.40E+14,9.71E+12,1.64E+14,100.0,101.4,293.6,303.0,0.0065,0.0149,Pratt & Whitney Canada,"Longueuil & Mirabel, Quebec, Canada",16-07-2019,18-07-2019,P&WC ER 7572 Rev. D includes CO-0003044 and CO-0005972.,Engines tested: GA0020B19.,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9.","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1.",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,"Export classification: EIPA NSR, DPA No, US-I 9E991, OUS-I NSR.",,
01P16PW143,1,Pratt & Whitney Canada,PW307A,TALON II,MTF,4.3,20.2,28.5,Yes,03P16PW192,0.327,0.272,0.102,0.045,144,43.06,13.46,21.6,0.71,41,971,1250,9.0,1,3,57.0,36.0,6.7,272.7,272.7,1,3,746.5,746.5,18.5,,21268,6.46E+14,6.29E+14,2.88E+14,1.92E+15,1.92E+15,1,3,6.05E+15,6.05E+15,25.8,,1.72E+17,72.4,47.5,10.2,335.1,2.00E+15,2.19E+15,1.48E+15,5.23E+15,99.4,100.6,288.7,291.3,0.0071,0.0099,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-09-2016,03-10-2016,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,,
03P16PW192,3,Pratt & Whitney Canada,PW307A,TALON II,MTF,4.3,20.2,28.5,,,0.327,0.272,0.102,0.045,144,43.06,13.46,21.6,0.70,41,971,1250,9.0,3,1,57.0,36.0,6.7,272.7,272.7,3,1,746.5,1037.7,25.7,,21268,6.46E+14,6.29E+14,2.88E+14,1.92E+15,1.92E+15,3,1,6.05E+15,8.41E+15,35.8,,1.72E+17,72.4,47.5,10.2,335.1,2.00E+15,2.19E+15,1.48E+15,5.23E+15,99.4,100.6,288.7,291.3,0.0071,0.0099,Pratt & Whitney Canada,"Mississauga, Ontario, Canada",30-09-2016,03-10-2016,Data revised to correct calculation errors,"Data acquired using procedures and systems prescribed in Annex 16 Volume II, Amd. 9","Thermophoretic correction applied as described in Annex 16 Volume II, Amd. 9, Appendix 7, Section 6.2.1",Data corrected for fuel hydrogen content according to CAEP11.WP91 App.A,Export Classification: Technical Data: Yes  / ECL: NSR / ECCN:  N/A /  P-ECCN:  9E991,Data reported in ER9043 Part II Rev. C,,
