UID No,nvPMDB No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Data Superseded,Superseded by UID No,Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM Mass Concentration Max (mg/m³),nvPM Mass Concentration Characteristic (mg/m³),nvPM Mass Concentration Characteristic (% of CAEP/10 Limit),nvPM Mass Concentration Number Test,nvPM Mass Concentration Number Eng,nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPMmass Number Test,nvPMmass Number Eng,LTOmass/Foo Avg (mg/kN),LTOmass/Foo Characteristic (mg/kN),LTOmass/Foo Characteristic (% of CAEP/11 InP Limit),LTOmass/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Mass (mg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPMnum Number Test,nvPMnum Number Eng,LTOnum/Foo Avg (#/kN),LTOnum/Foo Characteristic (#/kN),LTOnum/Foo Characteristic (% of CAEP/11 InP Limit),LTOnum/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Particle Number (#),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg),Test Organisation,Test Location,Initial Test Date,Final Test Date,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8
01P22PW170,1,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-C",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.27,13.84,15.3,1.87,705,1933,2488,43.2,3,1,80.6,49.1,6.8,8.2,80.6,3,1,69.3,96.3,5.3,28.7,9174,8.99E+14,8.65E+14,4.01E+14,7.55E+14,9.62E+14,3,1,1.85E+15,2.57E+15,21.8,61.2,2.45E+17,98.0,63.1,9.8,16.6,2.98E+15,3.57E+15,3.15E+15,7.44E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW171,1,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-C",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.27,13.84,15.3,1.87,705,1933,2488,43.2,3,1,80.6,49.1,6.8,8.2,80.6,3,1,69.3,96.3,5.3,28.7,9174,8.99E+14,8.65E+14,4.01E+14,7.55E+14,9.62E+14,3,1,1.85E+15,2.57E+15,21.8,61.2,2.45E+17,98.0,63.1,9.8,16.6,2.98E+15,3.57E+15,3.15E+15,7.44E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW172,1,Pratt & Whitney,PW1428G-JM,"TALON X, Block-C",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.27,13.84,15.3,1.87,705,1933,2488,43.2,3,1,80.6,49.1,6.8,8.2,80.6,3,1,69.3,96.3,5.3,28.7,9174,8.99E+14,8.65E+14,4.01E+14,7.55E+14,9.62E+14,3,1,1.85E+15,2.57E+15,21.8,61.2,2.45E+17,98.0,63.1,9.8,16.6,2.98E+15,3.57E+15,3.15E+15,7.44E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW173,1,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-C",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.27,13.84,15.3,1.87,705,2202,2834,50.6,3,1,89.0,61.1,6.9,7.6,89.0,3,1,80.8,112.4,6.9,40.1,11353,7.80E+14,9.42E+14,4.17E+14,7.05E+14,9.62E+14,3,1,1.81E+15,2.52E+15,23.1,70.8,2.54E+17,105.8,77.1,9.9,15.4,2.10E+15,3.74E+15,3.28E+15,6.96E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW174,1,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-C",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.27,13.84,15.3,1.87,705,2202,2834,50.6,3,1,89.0,61.1,6.9,7.6,89.0,3,1,80.8,112.4,6.9,40.1,11353,7.80E+14,9.42E+14,4.17E+14,7.05E+14,9.62E+14,3,1,1.81E+15,2.52E+15,23.1,70.8,2.54E+17,105.8,77.1,9.9,15.4,2.10E+15,3.74E+15,3.28E+15,6.96E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW175,1,Pratt & Whitney,PW1431G-JM,"TALON X, Block-C",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.27,13.84,15.3,1.87,705,2202,2834,50.6,3,1,89.0,61.1,6.9,7.6,89.0,3,1,80.8,112.4,6.9,40.1,11353,7.80E+14,9.42E+14,4.17E+14,7.05E+14,9.62E+14,3,1,1.81E+15,2.52E+15,23.1,70.8,2.54E+17,105.8,77.1,9.9,15.4,2.10E+15,3.74E+15,3.28E+15,6.96E+15,100.8,103.0,266.7,277.2,0.0004,0.0017,Pratt & Whitney,"East Hartford, CT",02-03-2017,04-03-2017,Data from certification report PWA-11701,1 engine tested,"TALON-X, Block-C* combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 2.","nvPM levels in accordance with ICAO Annex 16 Vol. II, Part III, Chapter 4 and Appendicies 7 and 8.(CAEP/10)",,,
01P22PW176,1,Pratt & Whitney,PW1428GH-JM,"TALON X, Block-D",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.32,13.89,16.5,0.74,228,975,1255,21.8,4,1,32.4,24.5,0.3,3.1,32.4,4,1,30.0,41.6,2.3,12.4,3965,3.84E+14,4.19E+14,3.26E+13,3.76E+14,4.22E+14,4,1,8.21E+14,1.14E+15,9.7,27.1,1.09E+17,39.8,31.0,0.6,6.8,1.19E+15,1.45E+15,3.02E+14,3.72E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW177,1,Pratt & Whitney,PW1428GA-JM,"TALON X, Block-D",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.32,13.89,16.5,0.74,228,975,1255,21.8,4,1,32.4,24.5,0.3,3.1,32.4,4,1,30.0,41.6,2.3,12.4,3965,3.84E+14,4.19E+14,3.26E+13,3.76E+14,4.22E+14,4,1,8.21E+14,1.14E+15,9.7,27.1,1.09E+17,39.8,31.0,0.6,6.8,1.19E+15,1.45E+15,3.02E+14,3.72E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW178,1,Pratt & Whitney,PW1428G-JM,"TALON X, Block-D",TF,12.1,33.3,132.4,,,0.870,0.720,0.250,0.090,332,43.32,13.89,16.5,0.74,228,975,1255,21.8,4,1,32.4,24.5,0.3,3.1,32.4,4,1,30.0,41.6,2.3,12.4,3965,3.84E+14,4.19E+14,3.26E+13,3.76E+14,4.22E+14,4,1,8.21E+14,1.14E+15,9.7,27.1,1.09E+17,39.8,31.0,0.6,6.8,1.19E+15,1.45E+15,3.02E+14,3.72E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW179,1,Pratt & Whitney,PW1431GH-JM,"TALON X, Block-D",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.32,13.89,16.5,0.74,228,1057,1361,24.3,4,1,35.4,28.5,0.3,2.8,35.4,4,1,33.9,47.2,2.9,16.8,4766,3.45E+14,4.20E+14,3.65E+13,3.43E+14,4.24E+14,4,1,7.65E+14,1.06E+15,9.8,29.9,1.07E+17,42.8,35.5,0.7,6.2,9.96E+14,1.38E+15,3.18E+14,3.40E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW180,1,Pratt & Whitney,PW1431GA-JM,"TALON X, Block-D",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.32,13.89,16.5,0.74,228,1057,1361,24.3,4,1,35.4,28.5,0.3,2.8,35.4,4,1,33.9,47.2,2.9,16.8,4766,3.45E+14,4.20E+14,3.65E+13,3.43E+14,4.24E+14,4,1,7.65E+14,1.06E+15,9.8,29.9,1.07E+17,42.8,35.5,0.7,6.2,9.96E+14,1.38E+15,3.18E+14,3.40E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P22PW181,1,Pratt & Whitney,PW1431G-JM,"TALON X, Block-D",TF,11.9,35.6,140.4,,,0.950,0.780,0.270,0.090,348,43.32,13.89,16.5,0.74,228,1057,1361,24.3,4,1,35.4,28.5,0.3,2.8,35.4,4,1,33.9,47.2,2.9,16.8,4766,3.45E+14,4.20E+14,3.65E+13,3.43E+14,4.24E+14,4,1,7.65E+14,1.06E+15,9.8,29.9,1.07E+17,42.8,35.5,0.7,6.2,9.96E+14,1.38E+15,3.18E+14,3.40E+15,101.5,102.2,279.6,300.8,0.0036,0.0120,Pratt & Whitney,"W. Palm Beach,FL",18-01-2020,21-01-2020,Data from certification report PWA-12091,1 engine tested,"TALON-X, Block-D combustor","Certification in accordance with ICAO Annex 16 Vol. II., Part III, Chapter 4.",,,,
01P20PW182,1,Pratt & Whitney,PW1525G,"TALON X, Block-C",TF,11.1,38.7,108.5,Yes,04P20PW195,0.788,0.649,0.229,0.076,292,43.21,13.98,18.1,0.78,553,330,424,6.7,3,1,12.9,8.1,0.2,0.5,12.9,3,1,11.0,15.3,0.7,3.0,1190,1.88E+14,1.90E+14,1.37E+13,7.10E+13,2.02E+14,3,1,2.92E+14,4.06E+14,2.8,6.6,3.17E+16,16.2,10.9,0.2,0.7,6.99E+14,9.00E+14,5.92E+13,6.07E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1525G-3 has equvalent rated thrust levels and pressure ratios as PW1525G,PW1525G-3 has equivalent ICAO nvPM emissions data as the PW1525G,,,
01P20PW183,1,Pratt & Whitney,PW1524G,"TALON X, Block-C",TF,11.1,38.7,108.5,Yes,04P20PW196,0.788,0.649,0.229,0.076,292,43.21,13.98,18.1,0.78,553,330,424,6.7,3,1,12.9,8.1,0.2,0.5,12.9,3,1,11.0,15.3,0.7,3.0,1190,1.88E+14,1.90E+14,1.37E+13,7.10E+13,2.02E+14,3,1,2.92E+14,4.06E+14,2.8,6.6,3.17E+16,16.2,10.9,0.2,0.7,6.99E+14,9.00E+14,5.92E+13,6.07E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1524G-3 has equvalent rated thrust levels and pressure ratios as PW1524G,PW1524G-3 has equivalent ICAO nvPM emissions data as the PW1524G,,,
01P20PW184,1,Pratt & Whitney,PW1521G,"TALON X, Block-C",TF,11.4,35.1,97.7,Yes,04P20PW197,0.695,0.576,0.208,0.071,265,43.21,13.98,18.1,0.78,553,240,309,4.6,3,1,9.8,4.8,0.2,0.6,9.8,3,1,7.5,10.4,0.4,1.8,732,1.94E+14,1.63E+14,1.57E+13,8.03E+13,1.94E+14,3,1,2.83E+14,3.94E+14,2.5,5.6,2.77E+16,12.9,7.0,0.2,0.8,8.53E+14,9.73E+14,6.26E+13,6.89E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1521G-3 has equvalent rated thrust levels and pressure ratios as PW1521G,PW1521G-3 has equivalent ICAO nvPM emissions data as the PW1521G,,,
01P20PW185,1,Pratt & Whitney,PW1521GA,"TALON X, Block-C",TF,11.4,35.1,97.7,Yes,04P20PW198,0.695,0.576,0.208,0.071,265,43.21,13.98,18.1,0.78,553,240,309,4.6,3,1,9.8,4.8,0.2,0.6,9.8,3,1,7.5,10.4,0.4,1.8,732,1.94E+14,1.63E+14,1.57E+13,8.03E+13,1.94E+14,3,1,2.83E+14,3.94E+14,2.5,5.6,2.77E+16,12.9,7.0,0.2,0.8,8.53E+14,9.73E+14,6.26E+13,6.89E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW186,1,Pratt & Whitney,PW1519G,"TALON X, Block-C",TF,11.6,32.3,88.0,Yes,04P20PW199,0.623,0.520,0.191,0.067,246,43.21,13.98,18.1,0.78,553,147,190,2.7,3,1,6.3,2.5,0.1,0.8,6.3,3,1,4.8,6.7,0.3,1.0,425,1.77E+14,1.18E+14,1.82E+13,1.04E+14,1.77E+14,3,1,2.78E+14,3.86E+14,2.3,5.0,2.44E+16,8.8,4.0,0.2,0.9,8.99E+14,7.73E+14,8.66E+13,8.42E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW187,1,Pratt & Whitney,PW1919G,"TALON X, Block-C",TF,11.6,33.3,92.8,Yes,04P20PW200,0.650,0.540,0.197,0.068,252,43.21,13.98,18.1,0.78,553,192,247,3.6,3,1,8.1,3.6,0.2,0.8,8.1,3,1,6.1,8.5,0.3,1.4,564,1.87E+14,1.40E+14,1.69E+13,9.01E+13,1.87E+14,3,1,2.74E+14,3.81E+14,2.3,5.1,2.54E+16,10.9,5.4,0.2,0.8,8.76E+14,8.34E+14,7.90E+13,7.87E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW188,1,Pratt & Whitney,PW1921G,"TALON X, Block-C",TF,11.4,35.8,100.3,Yes,04P20PW201,0.715,0.590,0.211,0.072,270,43.21,13.98,18.1,0.78,553,265,341,5.2,3,1,10.7,5.6,0.2,0.7,10.7,3,1,8.4,11.6,0.5,2.1,840,1.99E+14,1.75E+14,1.50E+13,7.81E+13,1.99E+14,3,1,2.90E+14,4.03E+14,2.6,5.9,2.91E+16,14.0,7.9,0.2,0.8,8.23E+14,9.25E+14,6.72E+13,7.01E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW189,1,Pratt & Whitney,PW1922G,"TALON X, Block-C",TF,11.2,37.7,105.9,Yes,04P20PW202,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.8,10.0,0.2,0.7,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW190,1,Pratt & Whitney,PW1923G-A,"TALON X, Block-C",TF,11.2,37.7,105.9,Yes,04P20PW203,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.8,10.0,0.2,0.7,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P20PW191,1,Pratt & Whitney,PW1923G,"TALON X, Block-C",TF,11.2,37.7,105.9,Yes,04P20PW204,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.8,10.0,0.2,0.7,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,"Mirabel Aerospace Centre, Quebec, Canada",25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
04P20PW195,4,Pratt & Whitney,PW1525G,"TALON X, Block-C",TF,11.1,38.7,108.5,,,0.788,0.649,0.229,0.076,292,43.21,13.98,18.1,0.78,553,330,424,6.7,3,1,12.9,8.1,0.2,0.5,12.9,3,1,11.0,15.3,0.7,3.0,1190,1.88E+14,1.90E+14,1.37E+13,7.10E+13,2.02E+14,3,1,2.92E+14,4.06E+14,2.8,6.6,3.17E+16,16.2,10.9,0.3,0.9,6.99E+14,9.00E+14,5.92E+13,6.07E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1525G-3 has equvalent rated thrust levels and pressure ratios as PW1525G,PW1525G-3 has equivalent ICAO nvPM emissions data as the PW1525G,Data revised: nvPM EImass_SL corrected,,
04P20PW196,4,Pratt & Whitney,PW1524G,"TALON X, Block-C",TF,11.1,38.7,108.5,,,0.788,0.649,0.229,0.076,292,43.21,13.98,18.1,0.78,553,330,424,6.7,3,1,12.9,8.1,0.2,0.5,12.9,3,1,11.0,15.3,0.7,3.0,1190,1.88E+14,1.90E+14,1.37E+13,7.10E+13,2.02E+14,3,1,2.92E+14,4.06E+14,2.8,6.6,3.17E+16,16.2,10.9,0.3,0.9,6.99E+14,9.00E+14,5.92E+13,6.07E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1524G-3 has equvalent rated thrust levels and pressure ratios as PW1524G,PW1524G-3 has equivalent ICAO nvPM emissions data as the PW1524G,Data revised: nvPM EImass_SL corrected,,
04P20PW197,4,Pratt & Whitney,PW1521G,"TALON X, Block-C",TF,11.4,35.1,97.7,,,0.695,0.576,0.208,0.071,265,43.21,13.98,18.1,0.78,553,240,309,4.6,3,1,9.8,4.8,0.2,0.6,9.8,3,1,7.5,10.4,0.4,1.8,732,1.94E+14,1.63E+14,1.57E+13,8.03E+13,1.94E+14,3,1,2.83E+14,3.94E+14,2.5,5.6,2.77E+16,13.0,7.0,0.2,1.2,8.53E+14,9.73E+14,6.26E+13,6.89E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",PW1521G-3 has equvalent rated thrust levels and pressure ratios as PW1521G,PW1521G-3 has equivalent ICAO nvPM emissions data as the PW1521G,Data revised: nvPM EImass_SL corrected,,
04P20PW198,4,Pratt & Whitney,PW1521GA,"TALON X, Block-C",TF,11.4,35.1,97.7,,,0.695,0.576,0.208,0.071,265,43.21,13.98,18.1,0.78,553,240,309,4.6,3,1,9.8,4.8,0.2,0.6,9.8,3,1,7.5,10.4,0.4,1.8,732,1.94E+14,1.63E+14,1.57E+13,8.03E+13,1.94E+14,3,1,2.83E+14,3.94E+14,2.5,5.6,2.77E+16,13.0,7.0,0.2,1.2,8.53E+14,9.73E+14,6.26E+13,6.89E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
04P20PW199,4,Pratt & Whitney,PW1519G,"TALON X, Block-C",TF,11.6,32.3,88.0,,,0.623,0.520,0.191,0.067,246,43.21,13.98,18.1,0.78,553,147,190,2.7,3,1,6.3,2.5,0.1,0.8,6.3,3,1,4.8,6.7,0.3,1.0,425,1.77E+14,1.18E+14,1.82E+13,1.04E+14,1.77E+14,3,1,2.78E+14,3.86E+14,2.3,5.0,2.44E+16,8.8,4.1,0.2,1.5,8.99E+14,7.73E+14,8.66E+13,8.42E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12245-02,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
04P20PW200,4,Pratt & Whitney,PW1919G,"TALON X, Block-C",TF,11.6,33.3,92.8,,,0.650,0.540,0.197,0.068,252,43.21,13.98,18.1,0.78,553,192,247,3.6,3,1,8.1,3.6,0.2,0.8,8.1,3,1,6.1,8.5,0.3,1.4,564,1.87E+14,1.40E+14,1.69E+13,9.01E+13,1.87E+14,3,1,2.74E+14,3.81E+14,2.3,5.1,2.54E+16,10.9,5.5,0.2,1.5,8.76E+14,8.34E+14,7.90E+13,7.87E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
04P20PW201,4,Pratt & Whitney,PW1921G,"TALON X, Block-C",TF,11.4,35.8,100.3,,,0.715,0.590,0.211,0.072,270,43.21,13.98,18.1,0.78,553,265,341,5.2,3,1,10.7,5.6,0.2,0.7,10.7,3,1,8.4,11.6,0.5,2.1,840,1.99E+14,1.75E+14,1.50E+13,7.81E+13,1.99E+14,3,1,2.90E+14,4.03E+14,2.6,5.9,2.91E+16,14.0,8.0,0.3,1.3,8.23E+14,9.25E+14,6.72E+13,7.01E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
